SkadeNr SkadeAr avvikling antallskader SkadeEstimat Regress UtbetaltBelop RBNS
3149750-6 2012 3 0 0.00 0.00 -655.00 -655.00
3153463-2 2012 0 0 50001.00 0.00 0.00 50001.00
3153463-2 2012 1 0 0.00 0.00 -3052.00 -3052.00
3153463-2 2012 2 1 9999.00 0.00 0.00 9999.00
3155525-5 2014 0 1 15001.00 0.00 0.00 15001.00
3156058-2 2012 0 0 900000.00 0.00 -1500.00 898500.00
3156058-2 2012 1 1 -898500.00 0.00 0.00 -898500.00
3156688-2 2012 0 1 10001.00 0.00 0.00 10001.00
3156688-2 2012 1 0 -10001.00 0.00 0.00 -10001.00
3156688-3 2012 0 0 10001.00 0.00 0.00 10001.00
3156688-3 2012 1 0 309999.00 0.00 -31825.00 278174.00
3156688-3 2012 2 1 180000.00 0.00 -101698.00 78302.00
3156688-3 2012 3 0 0.00 0.00 -16403.00 -16403.00
3160163-1 2013 0 1 0.00 0.00 0.00 0.00
3160163-2 2013 0 1 50000.00 0.00 -3400.00 46600.00
3160163-2 2013 1 0 -46600.00 0.00 0.00 -46600.00
3163172-4 2014 0 1 1.00 0.00 0.00 1.00
3164437-5 2014 0 1 2144.00 0.00 -2144.00 0.00
3164437-8 2014 0 1 200000.00 0.00 -5885.50 194114.50
3164842-2 2012 0 1 458.00 0.00 -458.00 0.00
3169396-6 2014 0 1 15001.00 0.00 0.00 15001.00
3169588-3 2013 0 0 120000.00 0.00 0.00 120000.00
3169588-3 2013 1 1 -95000.00 0.00 0.00 -95000.00
3169588-4 2013 1 1 300000.00 0.00 -97444.00 202556.00
3169588-4 2013 2 0 0.00 0.00 -655.00 -655.00
3169628-2 2012 0 1 5000.00 0.00 -1200.00 3800.00
3169628-2 2012 1 0 -3800.00 0.00 0.00 -3800.00
3174103-3 2013 0 0 200000.00 0.00 -50665.00 149335.00
3174103-3 2013 1 1 225000.00 0.00 -33489.00 191511.00
3175227-12 2015 0 1 15001.00 0.00 0.00 15001.00
3175786-4 2012 0 0 40000.00 0.00 -858.00 39142.00
3175786-4 2012 1 1 -35142.00 0.00 -4000.00 -39142.00
3176424-3 2013 0 1 15001.00 0.00 -226.00 14775.00
3176424-3 2013 1 0 -14448.00 0.00 -327.00 -14775.00
3177304-4 2014 0 1 15001.00 0.00 0.00 15001.00
3177304-5 2014 0 1 15001.00 0.00 0.00 15001.00
3177866-2 2012 1 1 0.00 0.00 0.00 0.00
3179021-2 2013 0 1 614.00 0.00 -614.00 0.00
3179799-2 2014 0 1 0.00 0.00 0.00 0.00
3182262-2 2012 0 0 40000.00 0.00 -1630.00 38370.00
3182262-2 2012 1 1 -35313.00 0.00 -3057.00 -38370.00
3182262-3 2012 0 1 398.00 0.00 -398.00 0.00
3182262-4 2012 0 1 210000.00 0.00 -35622.00 174378.00
3182262-4 2012 1 0 -129378.00 0.00 -45000.00 -174378.00
3185620-3 2014 0 1 60000.00 0.00 -1500.00 58500.00
3185620-3 2014 1 0 0.00 0.00 -7285.00 -7285.00
3186462-2 2013 0 0 65000.00 0.00 -4244.00 60756.00
3186462-2 2013 1 1 -60756.00 0.00 0.00 -60756.00
3187805-4 2014 0 1 5000.00 0.00 -595.00 4405.00
3187805-4 2014 1 0 -4405.00 0.00 0.00 -4405.00
3193053-2 2013 0 1 19995.00 0.00 -19995.00 0.00
3193094-3 2014 0 1 150000.00 0.00 -134790.00 15210.00
3200193-3 2013 0 0 150000.00 0.00 -320.00 149680.00
3200193-3 2013 1 1 0.00 0.00 -33340.00 -33340.00
3200596-2 2012 0 1 800.00 0.00 -800.00 0.00
3201381-4 2013 0 1 250000.00 0.00 -25000.00 225000.00
3201381-4 2013 1 0 0.00 0.00 -52500.00 -52500.00
3201381-5 2013 0 1 40000.00 0.00 -2410.00 37590.00
3201381-5 2013 1 0 110000.00 0.00 -27500.00 82500.00
3209669-6 2014 0 1 0.00 0.00 0.00 0.00
3210088-2 2012 0 1 0.00 0.00 0.00 0.00
3215212-11 2013 0 1 1.00 0.00 0.00 1.00
3215212-11 2013 1 0 2256.00 0.00 -2257.00 -1.00
3219269-2 2012 0 1 10000.00 0.00 0.00 10000.00
3219269-2 2012 1 0 -10000.00 0.00 0.00 -10000.00
3219269-4 2012 0 1 0.00 0.00 0.00 0.00
3222573-3 2013 0 1 15001.00 0.00 0.00 15001.00
3222573-3 2013 1 0 -15001.00 0.00 0.00 -15001.00
3223962-2 2014 0 1 0.00 0.00 0.00 0.00
3223962-3 2014 0 1 0.00 0.00 0.00 0.00
3223962-4 2014 0 1 100000.00 0.00 -24423.00 75577.00
3232162-4 2014 0 1 40000.00 0.00 -1500.00 38500.00
3234995-2 2012 0 0 40000.00 0.00 0.00 40000.00
3234995-2 2012 1 1 -39700.00 0.00 -300.00 -40000.00
3234995-3 2012 0 1 0.00 0.00 0.00 0.00
3234995-4 2012 0 0 762.00 0.00 -762.00 0.00
3234995-4 2012 1 1 99238.00 0.00 -1500.00 97738.00
3234995-4 2012 2 0 -75425.00 0.00 -7313.00 -82738.00
3236753-3 2015 0 1 1.00 0.00 0.00 1.00
3237378-2 2013 0 1 420.00 0.00 -420.00 0.00
3243919-5 2014 0 1 15001.00 0.00 0.00 15001.00
3243919-5 2014 1 0 14999.00 0.00 -20351.00 -5352.00
3246104-3 2014 0 1 0.00 0.00 0.00 0.00
3251826-2 2013 0 1 0.00 0.00 0.00 0.00
3258185-3 2013 1 1 0.00 0.00 0.00 0.00
3261872-2 2013 0 1 11925.00 0.00 -11925.00 0.00
3262288-3 2013 0 0 40000.00 0.00 -11306.00 28694.00
3262288-3 2013 1 1 5352.00 0.00 -34046.00 -28694.00
3264221-4 2012 1 0 40001.00 0.00 0.00 40001.00
3264221-4 2012 2 1 -36687.00 0.00 -3314.00 -40001.00
3264754-2 2013 0 1 90000.00 0.00 0.00 90000.00
3264754-2 2013 1 0 120000.00 0.00 -48208.00 71792.00
3264754-3 2013 1 1 1600.00 0.00 -1600.00 0.00
3265227-26 2014 0 1 1.00 0.00 0.00 1.00
3268238-2 2013 1 1 17431.00 0.00 -17431.00 0.00
3273610-2 2012 0 1 40000.00 0.00 -1500.00 38500.00
3273610-2 2012 1 0 -38500.00 0.00 0.00 -38500.00
3273610-3 2012 0 1 150000.00 0.00 0.00 150000.00
3273610-3 2012 1 0 50000.00 0.00 -36133.00 13867.00
3273610-3 2012 2 0 0.00 0.00 -35000.00 -35000.00
3273963-3 2013 0 1 0.00 0.00 0.00 0.00
3273963-4 2013 0 1 0.00 0.00 0.00 0.00
3273963-5 2013 0 1 0.00 0.00 0.00 0.00
3275075-2 2012 0 1 795.00 0.00 -795.00 0.00
3282916-4 2012 0 1 40000.00 0.00 -4093.00 35907.00
3282916-4 2012 1 0 -35907.00 0.00 0.00 -35907.00
3286565-5 2012 1 1 82691.50 0.00 -82691.50 0.00
3287609-12 2012 2 1 375000.00 0.00 0.00 375000.00
3287609-8 2012 0 1 20000.00 0.00 0.00 20000.00
3287609-8 2012 1 0 -20000.00 0.00 0.00 -20000.00
3288888-3 2013 0 1 40000.00 0.00 -2400.00 37600.00
3288888-3 2013 1 0 -10282.00 0.00 -27318.00 -37600.00
3294275-2 2014 0 1 0.00 0.00 0.00 0.00
3294275-3 2014 0 1 5000.00 0.00 -5000.00 0.00
3294275-4 2014 0 1 0.00 0.00 0.00 0.00
3299901-5 2013 0 0 40000.00 0.00 0.00 40000.00
3299901-5 2013 1 1 -40000.00 0.00 0.00 -40000.00
3301725-2 2013 0 1 0.00 0.00 0.00 0.00
3301765-7 2014 0 1 0.00 0.00 0.00 0.00
3302094-1 2012 1 1 10001.00 0.00 0.00 10001.00
3302094-1 2012 2 0 -10001.00 0.00 0.00 -10001.00
3302094-2 2012 1 1 250000.00 0.00 -11530.00 238470.00
3302094-2 2012 2 0 250000.00 0.00 -42815.00 207185.00
3305357-2 2013 2 1 40001.00 0.00 0.00 40001.00
3308461-2 2012 1 1 0.00 0.00 0.00 0.00
3312083-4 2014 0 1 50000.00 0.00 -369.00 49631.00
3319919-6 2012 1 1 0.00 0.00 0.00 0.00
3323121-2 2013 0 1 0.00 0.00 0.00 0.00
3323845-2 2012 0 0 100000.00 0.00 0.00 100000.00
3323845-2 2012 1 1 -60690.00 0.00 -39310.00 -100000.00
3323845-3 2012 0 1 100000.00 0.00 0.00 100000.00
3323845-3 2012 1 0 -68731.00 0.00 -31269.00 -100000.00
3329618-4 2013 0 0 40000.00 0.00 -10770.00 29230.00
3329618-4 2013 1 1 15000.00 0.00 -6955.00 8045.00
3329618-4 2013 2 0 0.00 0.00 -655.00 -655.00
3332625-2 2013 1 1 0.00 0.00 0.00 0.00
3332625-3 2013 1 1 0.00 0.00 0.00 0.00
3336557-3 2012 0 1 2600000.00 0.00 -62135.00 2537865.00
3336557-3 2012 1 0 0.00 0.00 -5861.00 -5861.00
3336557-3 2012 2 0 -717004.00 0.00 -1815000.00 -2532004.00
3342904-4 2013 0 0 15001.00 0.00 0.00 15001.00
3342904-4 2013 1 1 -15001.00 0.00 0.00 -15001.00
3344184-9 2014 0 1 25000.00 0.00 -5436.00 19564.00
3344184-9 2014 1 0 -10000.00 0.00 0.00 -10000.00
3346920-2 2014 0 1 1453.00 0.00 -1453.00 0.00
3346920-3 2014 0 1 20532.00 0.00 -20532.00 0.00
3348068-3 2013 0 1 493.00 0.00 -493.00 0.00
3348097-5 2012 0 1 0.00 0.00 0.00 0.00
3353337-2 2012 0 0 500000.00 0.00 -89953.00 410047.00
3353337-2 2012 1 1 -46391.00 0.00 -363656.00 -410047.00
3353599-2 2013 1 1 750000.00 0.00 -98447.00 651553.00
3353599-2 2013 2 0 0.00 0.00 -11875.00 -11875.00
3356936-4 2013 0 1 1800.00 0.00 -1800.00 0.00
3356936-5 2013 0 1 1000.00 0.00 -1000.00 0.00
3356936-6 2013 0 1 2300.00 0.00 -2300.00 0.00
3358340-2 2012 1 1 0.00 0.00 0.00 0.00
3358340-3 2012 1 0 50000.00 0.00 -2400.00 47600.00
3358340-3 2012 2 0 0.00 0.00 -1285.00 -1285.00
3358340-3 2012 3 1 0.00 0.00 -660.00 -660.00
3360598-2 2013 1 1 0.00 0.00 0.00 0.00
3362669-3 2013 1 1 25000.00 0.00 0.00 25000.00
3367080-1 2013 0 0 15001.00 0.00 0.00 15001.00
3367080-1 2013 1 1 -15001.00 0.00 0.00 -15001.00
3368077-2 2014 0 1 0.00 0.00 0.00 0.00
3368583-3 2013 1 1 0.00 0.00 0.00 0.00
3369937-2 2013 0 1 15001.00 0.00 0.00 15001.00
3369937-2 2013 1 0 -15001.00 0.00 0.00 -15001.00
3373403-1 2012 1 1 3408.00 0.00 -3408.00 0.00
3373903-2 2014 0 1 40000.00 0.00 0.00 40000.00
3373903-2 2014 1 0 0.00 0.00 -3445.00 -3445.00
3374582-4 2012 0 0 750000.00 0.00 0.00 750000.00
3374582-4 2012 1 0 -490000.00 0.00 -225144.00 -715144.00
3374582-4 2012 2 1 29274.00 0.00 -64130.00 -34856.00
3375802-2 2013 1 1 100000.00 0.00 -68853.00 31147.00
3375802-2 2013 2 0 -31147.00 0.00 0.00 -31147.00
3376927-5 2014 0 0 15001.00 0.00 0.00 15001.00
3376927-5 2014 1 1 -15001.00 0.00 0.00 -15001.00
3378382-4 2013 0 1 0.00 0.00 0.00 0.00
3383729-3 2014 0 1 15001.00 0.00 0.00 15001.00
3383729-3 2014 1 0 -15001.00 0.00 0.00 -15001.00
3386590-1 2012 0 0 10001.00 0.00 0.00 10001.00
3386590-1 2012 1 1 12189.00 0.00 -22190.00 -10001.00
3391805-5 2014 0 1 10001.00 0.00 0.00 10001.00
3391805-6 2014 0 1 15001.00 0.00 0.00 15001.00
3393068-5 2014 0 0 40000.00 0.00 0.00 40000.00
3393068-5 2014 1 1 15000.00 0.00 -7860.00 7140.00
3394067-14 2014 0 1 100000.00 0.00 0.00 100000.00
3396599-7 2015 0 1 15001.00 0.00 -5624.00 9377.00
3405648-2 2012 0 1 120000.00 0.00 0.00 120000.00
3405648-3 2012 0 0 250000.00 0.00 0.00 250000.00
3405648-3 2012 1 0 0.00 0.00 -1755.00 -1755.00
3405648-3 2012 2 0 0.00 0.00 -20800.00 -20800.00
3405648-3 2012 3 1 500000.00 0.00 0.00 500000.00
3406129-2 2013 0 1 15001.00 0.00 0.00 15001.00
3406129-2 2013 1 0 -13631.00 0.00 -1370.00 -15001.00
3406129-3 2013 0 1 15001.00 0.00 -539.00 14462.00
3406129-3 2013 1 0 -14462.00 0.00 0.00 -14462.00
3406129-4 2013 0 0 15001.00 0.00 0.00 15001.00
3406129-4 2013 1 1 -15001.00 0.00 0.00 -15001.00
3406602-2 2013 0 1 10000.00 0.00 0.00 10000.00
3406602-3 2013 0 1 10000.00 0.00 0.00 10000.00
3407143-4 2013 0 1 15001.00 0.00 0.00 15001.00
3407143-4 2013 1 0 -15001.00 0.00 0.00 -15001.00
3414124-9 2014 0 1 1.00 0.00 0.00 1.00
3414969-3 2013 0 0 15001.00 0.00 0.00 15001.00
3414969-3 2013 1 1 -15001.00 0.00 0.00 -15001.00
3416507-1 2012 0 1 759.00 0.00 -759.00 0.00
3425979-3 2013 0 1 40000.00 0.00 -2460.00 37540.00
3425979-3 2013 1 0 -37540.00 0.00 0.00 -37540.00
3426212-2 2014 0 1 1.00 0.00 0.00 1.00
3426444-1 2012 0 1 414.00 0.00 -414.00 0.00
3426732-3 2014 0 1 15001.00 0.00 0.00 15001.00
3428629-2 2012 1 1 359.00 0.00 -359.00 0.00
3429191-2 2013 0 0 50000.00 0.00 0.00 50000.00
3429191-2 2013 1 1 -44645.00 0.00 -5355.00 -50000.00
3429291-3 2013 0 1 0.00 0.00 0.00 0.00
3431494-3 2013 0 0 1.00 0.00 0.00 1.00
3431494-3 2013 1 1 -1.00 0.00 0.00 -1.00
3436440-4 2012 1 0 40000.00 0.00 -6609.00 33391.00
3436440-4 2012 2 1 210000.00 0.00 -166.00 209834.00
3437232-6 2014 0 1 0.00 0.00 0.00 0.00
3439703-21 2014 0 1 100000.00 0.00 -1285.00 98715.00
3439703-21 2014 1 0 0.00 0.00 -14112.00 -14112.00
3442963-4 2013 1 1 200000.00 0.00 -77317.00 122683.00
3443734-4 2013 0 0 40000.00 0.00 0.00 40000.00
3443734-4 2013 1 1 -40000.00 0.00 0.00 -40000.00
3444472-3 2014 0 1 20000.00 0.00 0.00 20000.00
3444472-3 2014 1 0 -13395.00 0.00 -6605.00 -20000.00
3445111-2 2014 0 1 730.00 0.00 -730.00 0.00
3447639-3 2014 0 1 1.00 0.00 0.00 1.00
3448073-4 2014 0 1 0.00 0.00 0.00 0.00
3448379-4 2014 0 1 1623.00 0.00 -1623.00 0.00
3448497-2 2014 0 1 0.00 0.00 0.00 0.00
3449142-2 2012 0 0 40001.00 0.00 0.00 40001.00
3449142-2 2012 1 1 -37520.00 0.00 -2481.00 -40001.00
3453050-3 2013 0 0 15001.00 0.00 -1100.00 13901.00
3453050-3 2013 1 1 24999.00 0.00 -16589.00 8410.00
3453050-4 2013 1 1 707.00 0.00 -707.00 0.00
3453099-1 2013 0 1 0.00 0.00 0.00 0.00
3453099-2 2013 0 1 91782.00 0.00 -91782.00 0.00
3453389-2 2014 0 1 1.00 0.00 0.00 1.00
3456048-3 2012 0 0 0.00 0.00 -553.00 -553.00
3456048-3 2012 1 1 553.00 0.00 0.00 553.00
3461151-1 2013 0 1 15001.00 0.00 0.00 15001.00
3462189-2 2013 1 1 50000.00 0.00 -1285.00 48715.00
3464508-4 2013 0 1 0.00 0.00 0.00 0.00
3466900-2 2013 0 1 15001.00 0.00 0.00 15001.00
3466900-2 2013 1 0 -15001.00 0.00 0.00 -15001.00
3482025-2 2013 0 0 40000.00 0.00 0.00 40000.00
3482025-2 2013 1 1 -29486.00 0.00 -10514.00 -40000.00
3484708-3 2012 1 1 96227.00 0.00 -96227.00 0.00
3484708-4 2012 1 1 95000.00 0.00 -95000.00 0.00
3496115-7 2014 0 1 0.00 0.00 0.00 0.00
3501499-3 2013 0 1 200000.00 0.00 -19645.00 180355.00
3501499-3 2013 1 0 -170355.00 0.00 -10000.00 -180355.00
3505614-3 2013 1 1 40000.00 0.00 0.00 40000.00
3505614-4 2013 1 1 40000.00 0.00 0.00 40000.00
3505614-4 2013 2 0 0.00 0.00 -1344.00 -1344.00
3518300-3 2014 0 1 0.00 0.00 0.00 0.00
3520704-4 2013 0 1 15001.00 0.00 0.00 15001.00
3520704-4 2013 1 0 -13386.00 0.00 -1615.00 -15001.00
3531968-2 2013 0 0 300000.00 0.00 0.00 300000.00
3531968-2 2013 1 1 2100000.00 0.00 -339385.00 1760615.00
3531968-2 2013 2 0 -44398.00 0.00 -2016217.00 -2060615.00
3536594-9 2013 0 0 40001.00 0.00 0.00 40001.00
3536594-9 2013 1 1 -40001.00 0.00 0.00 -40001.00
3537212-3 2014 0 1 1.00 0.00 0.00 1.00
3537393-2 2014 0 1 5000.00 0.00 -2436.00 2564.00
3538563-7 2013 0 1 40000.00 0.00 0.00 40000.00
3538563-7 2013 1 0 -40000.00 0.00 0.00 -40000.00
3538725-3 2013 0 1 15001.00 0.00 0.00 15001.00
3538725-3 2013 1 0 -15001.00 0.00 0.00 -15001.00
3543218-6 2013 0 1 100000.00 0.00 -2387.00 97613.00
3543218-6 2013 1 0 -97613.00 0.00 0.00 -97613.00
3547052-4 2014 0 1 15001.00 0.00 -639.00 14362.00
3554143-5 2014 1 1 15001.00 0.00 0.00 15001.00
3556569-2 2014 0 1 10001.00 0.00 0.00 10001.00
3556569-2 2014 1 0 5000.00 0.00 0.00 5000.00
3559724-2 2013 1 1 0.00 0.00 0.00 0.00
3561492-5 2013 0 1 40000.00 0.00 -794.00 39206.00
3561492-5 2013 1 0 0.00 0.00 -1530.00 -1530.00
3562377-5 2014 0 1 486.00 0.00 -486.00 0.00
3565080-2 2014 0 1 0.00 0.00 0.00 0.00
3565080-3 2014 0 1 819.00 0.00 -819.00 0.00
3572606-3 2014 0 1 40000.00 0.00 -16954.00 23046.00
3572606-4 2014 0 1 40000.00 0.00 -3967.00 36033.00
3575518-6 2013 0 1 1.00 0.00 0.00 1.00
3575518-6 2013 1 0 -1.00 0.00 0.00 -1.00
3576282-2 2013 0 1 50000.00 0.00 0.00 50000.00
3576282-2 2013 1 0 -22833.00 0.00 -27167.00 -50000.00
3576476-2 2014 0 1 0.00 0.00 -1158.00 -1158.00
3583365-3 2013 0 0 15001.00 0.00 -525.00 14476.00
3583365-3 2013 1 1 -14476.00 0.00 0.00 -14476.00
3584986-2 2014 0 1 0.00 0.00 0.00 0.00
3589901-1 2013 0 1 800000.00 0.00 -15946.00 784054.00
3589901-1 2013 1 0 0.00 0.00 -27462.00 -27462.00
3589901-1 2013 2 0 50000.00 0.00 -5352.00 44648.00
3589901-2 2013 0 1 210000.00 0.00 -2011.00 207989.00
3589901-2 2013 1 0 290000.00 0.00 -10135.00 279865.00
3589901-2 2013 2 0 60000.00 0.00 -1069.00 58931.00
3591388-2 2013 0 1 410.00 0.00 -410.00 0.00
3591388-4 2014 0 1 1.00 0.00 0.00 1.00
3591388-4 2014 1 0 -1.00 0.00 0.00 -1.00
3593588-2 2013 0 0 100000.00 0.00 -1200.00 98800.00
3593588-2 2013 1 1 250000.00 0.00 -39731.00 210269.00
3593769-2 2014 0 1 0.00 0.00 0.00 0.00
3595716-2 2014 0 1 0.00 0.00 0.00 0.00
3595933-3 2013 0 0 1.00 0.00 0.00 1.00
3595933-3 2013 1 1 -1.00 0.00 0.00 -1.00
3600213-10 2014 1 1 40001.00 0.00 0.00 40001.00
3600213-5 2014 0 1 55000.00 0.00 0.00 55000.00
3600213-6 2014 0 1 55000.00 0.00 0.00 55000.00
3600213-7 2014 0 1 55000.00 0.00 0.00 55000.00
3600213-9 2014 1 1 630000.00 0.00 0.00 630000.00
3605386-3 2013 0 1 250000.00 0.00 -2768.00 247232.00
3605386-3 2013 1 0 150000.00 0.00 -166231.00 -16231.00
3613504-2 2013 0 1 40000.00 0.00 0.00 40000.00
3613504-2 2013 1 0 -38000.00 0.00 -2000.00 -40000.00
3634147-4 2014 0 1 50000.00 0.00 -14835.00 35165.00
3637576-2 2014 0 1 15001.00 0.00 0.00 15001.00
3638676-4 2014 0 1 1.00 0.00 0.00 1.00
3639465-3 2013 1 1 300000.00 0.00 -12180.00 287820.00
3639465-3 2013 2 0 0.00 0.00 -210.00 -210.00
3641817-4 2013 0 1 15001.00 0.00 0.00 15001.00
3641817-4 2013 1 0 -15001.00 0.00 0.00 -15001.00
3642441-2 2013 0 1 0.00 0.00 -459.00 -459.00
3642441-2 2013 1 0 459.00 0.00 0.00 459.00
3642722-3 2014 0 1 1.00 0.00 0.00 1.00
3644526-3 2013 0 1 10000.00 0.00 -9771.00 229.00
3644526-4 2013 0 1 10000.00 0.00 -2400.00 7600.00
3646417-1 2013 0 1 100000.00 0.00 -29407.00 70593.00
3646417-1 2013 1 0 -65481.00 0.00 -5112.00 -70593.00
3646647-8 2014 0 1 0.00 0.00 0.00 0.00
3649310-2 2014 0 1 0.00 0.00 0.00 0.00
3650788-2 2014 0 1 15001.00 0.00 0.00 15001.00
3650788-3 2014 0 1 662.00 0.00 -662.00 0.00
3652965-12 2014 0 0 40001.00 0.00 0.00 40001.00
3652965-12 2014 1 1 9999.00 0.00 0.00 9999.00
3655645-3 2013 0 0 50000.00 0.00 0.00 50000.00
3655645-3 2013 1 1 -50000.00 0.00 0.00 -50000.00
3655645-5 2013 0 0 50000.00 0.00 0.00 50000.00
3655645-5 2013 1 1 -50000.00 0.00 0.00 -50000.00
3658075-2 2013 0 0 200000.00 0.00 0.00 200000.00
3658075-2 2013 1 1 0.00 0.00 -28520.00 -28520.00
3658075-2 2013 2 0 0.00 0.00 -16296.00 -16296.00
3658075-3 2013 0 1 700000.00 0.00 0.00 700000.00
3658075-3 2013 1 0 0.00 0.00 -1200.00 -1200.00
3658331-2 2014 0 1 235.00 0.00 -235.00 0.00
3659876-2 2013 0 0 100000.00 0.00 0.00 100000.00
3659876-2 2013 1 1 0.00 0.00 -20000.00 -20000.00
3660550-2 2013 1 1 0.00 0.00 0.00 0.00
3665973-2 2014 0 1 0.00 0.00 0.00 0.00
3673361-2 2014 0 1 0.00 0.00 0.00 0.00
3675568-2 2014 0 1 15001.00 0.00 0.00 15001.00
3677280-8 2014 0 1 500000.00 0.00 -210065.00 289935.00
3677322-3 2013 0 1 1.00 0.00 0.00 1.00
3677322-3 2013 1 0 -1.00 0.00 0.00 -1.00
3679186-2 2013 0 1 0.00 0.00 0.00 0.00
3679610-3 2013 0 1 15001.00 0.00 0.00 15001.00
3679610-3 2013 1 0 -15001.00 0.00 0.00 -15001.00
3679610-4 2013 0 0 15001.00 0.00 0.00 15001.00
3679610-4 2013 1 1 -15001.00 0.00 0.00 -15001.00
3679820-3 2014 0 1 0.00 0.00 0.00 0.00
3681627-6 2015 0 1 15001.00 0.00 0.00 15001.00
3681627-7 2015 0 1 15001.00 0.00 0.00 15001.00
3682251-2 2013 1 1 7878.00 0.00 -7878.00 0.00
3688242-8 2014 0 0 1.00 0.00 0.00 1.00
3688242-8 2014 1 1 -1.00 0.00 0.00 -1.00
3689586-4 2014 0 1 15001.00 0.00 0.00 15001.00
3691522-7 2013 0 1 40000.00 0.00 -2615.00 37385.00
3691522-7 2013 1 0 0.00 0.00 -1200.00 -1200.00
3691522-7 2013 2 0 0.00 0.00 -655.00 -655.00
3702186-2 2013 0 0 40000.00 0.00 0.00 40000.00
3702186-2 2013 1 1 -20679.00 0.00 -19321.00 -40000.00
3702206-2 2013 0 1 3100000.00 0.00 -55000.00 3045000.00
3702206-2 2013 1 0 2060000.00 0.00 -1019949.00 1040051.00
3702206-2 2013 2 0 6000.00 0.00 -990628.00 -984628.00
3709470-3 2014 0 1 30000.00 0.00 -29597.00 403.00
3709470-3 2014 1 0 -403.00 0.00 0.00 -403.00
3709470-4 2014 0 1 6720.00 0.00 -6720.00 0.00
3709470-5 2014 0 1 40000.00 0.00 -22500.00 17500.00
3712368-8 2013 1 1 2105.00 0.00 -2105.00 0.00
3716267-2 2013 0 1 963.00 0.00 -963.00 0.00
3719880-3 2014 0 1 1.00 0.00 0.00 1.00
3719880-4 2014 0 1 1.00 0.00 0.00 1.00
3731978-2 2013 0 0 80000.00 0.00 0.00 80000.00
3731978-2 2013 1 1 -32441.00 0.00 -47559.00 -80000.00
3731978-4 2013 1 1 3227.00 0.00 -3227.00 0.00
3731978-5 2013 1 1 44311.00 0.00 -44311.00 0.00
3731978-6 2013 1 1 54943.00 0.00 -54943.00 0.00
3731978-7 2013 1 1 300000.00 0.00 -98300.00 201700.00
3731978-8 2013 1 1 14277.00 0.00 -14277.00 0.00
3733074-2 2014 0 1 210000.00 0.00 -74758.00 135242.00
3733074-3 2014 0 1 0.00 0.00 0.00 0.00
3743132-2 2013 0 0 10001.00 0.00 0.00 10001.00
3743132-2 2013 1 1 -10001.00 0.00 0.00 -10001.00
3743987-2 2014 0 1 15001.00 0.00 0.00 15001.00
3746133-5 2013 0 1 1.00 0.00 0.00 1.00
3746133-5 2013 1 0 -1.00 0.00 0.00 -1.00
3746525-2 2014 0 1 0.00 0.00 0.00 0.00
3746525-3 2014 0 1 0.00 0.00 0.00 0.00
3750966-2 2014 0 1 20000.00 0.00 -20000.00 0.00
3750966-3 2014 0 1 15000.00 0.00 -1585.00 13415.00
3751076-2 2013 0 1 15001.00 0.00 -1247.00 13754.00
3751076-2 2013 1 0 -13754.00 0.00 0.00 -13754.00
3752812-2 2014 0 1 400000.00 0.00 -42582.00 357418.00
3756633-5 2013 0 1 4979.00 0.00 -4979.00 0.00
3774925-3 2014 0 1 3405.00 0.00 -3405.00 0.00
3775840-2 2014 0 1 0.00 0.00 0.00 0.00
3777455-4 2013 0 0 15001.00 0.00 0.00 15001.00
3777455-4 2013 1 1 -15001.00 0.00 0.00 -15001.00
3779387-4 2013 0 0 2.00 0.00 0.00 2.00
3779387-4 2013 1 1 39998.00 0.00 0.00 39998.00
3779775-3 2013 0 1 40000.00 0.00 -4196.00 35804.00
3779775-3 2013 1 0 -34519.00 0.00 -1285.00 -35804.00
3780511-2 2013 0 0 15001.00 0.00 0.00 15001.00
3780511-2 2013 1 1 64999.00 0.00 -10251.00 54748.00
3781266-2 2013 0 1 40000.00 0.00 0.00 40000.00
3781266-2 2013 1 0 -40000.00 0.00 0.00 -40000.00
3782755-2 2014 0 1 0.00 0.00 -3085.00 -3085.00
3783535-2 2014 0 1 25000.00 0.00 -7780.00 17220.00
3786118-5 2014 0 1 1.00 0.00 0.00 1.00
3786664-3 2014 0 1 40000.00 0.00 0.00 40000.00
3786664-5 2014 0 1 100000.00 0.00 0.00 100000.00
3790878-5 2013 0 1 5001.00 0.00 0.00 5001.00
3790878-5 2013 1 0 -1.00 0.00 0.00 -1.00
3790878-6 2013 0 1 10001.00 0.00 0.00 10001.00
3790878-6 2013 1 0 -1.00 0.00 0.00 -1.00
3790878-7 2013 0 1 50001.00 0.00 0.00 50001.00
3790878-7 2013 1 0 -1.00 0.00 0.00 -1.00
3793192-3 2014 0 1 40000.00 0.00 -3471.00 36529.00
3793192-3 2014 1 0 -16529.00 0.00 -20000.00 -36529.00
3794152-2 2014 0 1 0.00 0.00 0.00 0.00
3794152-4 2014 0 1 200000.00 0.00 -10000.00 190000.00
3799753-2 2014 0 1 50000.00 0.00 0.00 50000.00
3807092-6 2013 0 1 0.00 0.00 0.00 0.00
3809810-2 2014 0 1 40000.00 0.00 -8470.00 31530.00
3809810-2 2014 1 0 0.00 0.00 -680.00 -680.00
3809810-3 2014 0 1 10000.00 0.00 -1500.00 8500.00
3809810-3 2014 1 0 30000.00 0.00 0.00 30000.00
